UTM_X,UTM_Y,sqft_lot,grade,condition,waterfront,view,age,bathrooms,sqft_living,log_price
555252.7386200061,5279741.028165804,10920,9,5,0,0,65,3.25,3760,6.198657086954422
548449.1472009881,5267276.571916361,7268,8,3,0,0,7,4,1680,5.7363965022766426
569766.0864552665,5265269.265100252,3326,8,3,0,0,10,3.5,2710,5.788875115775417
547383.5937265978,5240793.9006333435,7615,7,4,0,0,46,1,1070,5.290034611362518
548042.4006766451,5261838.28726038,11250,8,3,0,0,2,3,2420,5.648360010980932
550238.2117844746,5277928.332632532,4332,7,3,0,0,106,1,990,5.7923916894982534
554625.2810868225,5266564.159613904,3740,6,3,0,0,112,1,1330,5.491361693834273
566915.8062706218,5257811.145840593,17600,7,5,0,0,43,2,1820,5.505149978319906
550992.0738031302,5277601.446671839,1572,9,3,0,0,10,2.25,1750,5.79657433321043
544991.319323989,5276629.47729665,5133,7,3,0,0,76,2,1510,5.7283537820212285
551242.3064238484,5248972.85168025,8755,7,4,0,0,52,2.25,1980,5.489958479424835
567007.5744953626,5276063.120530166,2752,8,3,0,0,37,2.5,1970,5.628899564420607
563157.7137822456,5249866.89266899,5874,7,3,0,0,10,2.5,1870,5.48572142648158
569220.3090893892,5266863.354882699,10819,10,3,0,0,19,2.75,2790,5.883661435153617
567929.992056866,5248319.624613513,4541,7,3,0,0,9,2.5,2230,5.4031205211758175
549448.8043957732,5282445.250091597,1270,7,3,0,0,1,2.25,1540,5.653164256151881
560048.9793646804,5251301.398996745,8215,8,3,0,0,25,2.5,2500,5.570542939881897
567018.1514728675,5288167.83835081,19991,7,3,0,0,38,2.75,1990,5.525044807036846
550592.7939126145,5236719.533940793,9620,7,3,0,0,44,1,1300,5.342323966312882
545867.678537188,5279803.959635845,1500,7,3,0,0,15,3.25,1520,5.698970004336019
546989.7721050918,5280301.957262293,1072,8,3,0,0,7,3.25,1310,5.71155416825017
559373.4260637462,5287928.969785917,10677,9,3,0,0,22,2.5,2830,5.797440669986648
545439.3747466399,5267319.067872877,7500,9,3,0,0,24,2.5,2580,5.8061799739838875
568747.6786340781,5268658.426933393,9914,8,4,0,0,35,2.25,2300,5.832508912706237
566540.2928592324,5257695.719942088,15598,8,4,0,0,40,2.5,2840,5.574031267727719
545406.1544672685,5281223.004969522,4500,7,3,0,0,67,1,910,5.6674529528899535
548040.0279926606,5262127.240101704,4000,8,3,0,0,1,2.5,2130,5.593286067020458
546015.9716137105,5280038.536874146,1878,8,3,0,0,11,2,1370,5.738780558484369
562809.2179078665,5268258.0744381705,13939,8,5,0,1,52,2,2640,5.929418925714293
553973.0186458832,5255688.131125871,10117,8,3,0,0,10,3,2257,5.544005997849434
553243.1281134282,5286024.409695383,8200,7,4,0,0,77,1,1120,5.645913275033844
565909.30138945,5246762.7875543805,4548,7,3,0,0,12,2.5,2400,5.525044807036846
563346.3856320727,5281112.880928391,2436,7,3,0,0,31,2.25,1290,5.498310553789601
567771.4869662283,5281429.533837052,3718,7,3,0,0,28,2.5,1360,5.568143031657702
548185.4435663667,5280956.388891257,5050,7,4,0,0,99,1.75,2090,5.889301702506311
555101.7539813633,5279828.515084212,6820,9,3,0,0,68,2.5,3030,5.999130541287371
559209.1072978294,5281980.719298515,7200,7,5,0,0,55,2.5,1810,5.917768002447756
549637.3635661338,5277934.292951404,3008,7,3,0,0,105,2.5,1820,5.832508912706237
560228.5985454306,5277745.248708804,9549,7,3,0,0,59,1.75,1660,5.829303772831025
550252.4714335686,5284964.080317129,9384,7,3,0,0,67,1,1410,5.653694795315082
554694.3953613538,5291184.142673883,8031,8,3,0,0,17,2.5,2610,5.707570176097937
564243.7380289751,5260937.841671252,9000,8,3,0,0,7,2.5,3010,5.724275869600789
545969.3343246036,5276437.053797054,5595,7,3,0,0,59,1.75,2320,5.889301702506311
554391.8995474518,5267384.462727112,7650,7,3,0,0,105,1,1660,5.3979400086720375
561579.877950209,5249205.493625127,4606,8,3,0,0,11,2.5,2330,5.488550716500444
559857.4962838286,5255278.450124381,4869,8,3,0,0,8,3.5,3180,5.643452676486188
564769.5378518477,5274637.299412513,7980,8,4,0,0,50,1.75,1730,5.711807229041191
548918.876634843,5282996.502093423,4500,7,3,0,0,98,2,1150,5.653212513775344
553941.1508271806,5283541.1134046335,8438,8,4,0,0,54,1.75,1620,5.73996769675951
549914.7407834519,5254207.319440838,10500,8,4,0,2,55,2.25,2170,5.6344772701607315
548920.6349958768,5255866.076487551,8775,7,3,0,0,62,1.75,1920,5.57978359661681
561426.107136841,5242246.228657254,5085,9,3,0,0,4,2.5,2798,5.643452676486188
558363.3777251168,5238680.733714488,4320,5,3,0,0,103,2,1340,5.269512944217916
549105.9854441995,5278607.779284927,1184,8,3,0,0,16,2.25,1140,5.602005701124516
567795.4443918521,5246895.383686868,5027,8,3,0,0,13,2.5,2460,5.484299839346786
549045.5225947133,5240885.303325166,10112,7,4,0,0,52,1,1380,5.361727836017593
548402.9020681931,5263775.154562427,5160,6,5,0,0,96,1,930,5.477121254719663
565731.1604458393,5275993.00097218,9680,7,4,0,0,59,1.5,1390,5.628388930050312
563166.1985594846,5249077.847589833,7014,8,3,0,0,21,2.5,1930,5.491361693834273
549646.6281665968,5259150.895021489,8100,6,3,0,0,66,1,990,5.3979400086720375
553858.4185668192,5268124.1971684005,3060,6,4,0,0,105,2,1320,5.606918525948291
558887.9604118387,5291436.4137240285,9732,7,3,0,0,50,1.75,1220,5.5230958382525674
563288.9112592412,5258682.251729406,9000,7,4,0,0,36,2.5,2150,5.501743729627995
554471.6969905784,5242544.542179947,7300,7,3,0,0,42,1.5,1220,5.243038048686294
555007.171562846,5257953.975360565,8580,5,3,0,0,97,1,900,4.919078092376074
546591.3969383024,5264371.727298171,4441,8,3,0,0,65,1,1760,5.6324066721623
558233.6508326157,5289440.191581676,5860,8,3,0,0,14,2.5,2680,5.740323206382993
566425.1105450746,5274433.632192213,8800,8,4,0,0,52,1.75,1300,5.70070371714502
551729.0814409169,5270716.867780324,4788,7,3,0,0,47,2,1660,5.4623979978989565
547718.418033343,5282986.522022998,7560,6,3,0,0,95,1.75,1480,5.575130089161647
567177.4811193817,5267828.74757521,11648,10,3,0,0,29,2.5,3680,5.958563883221967
553346.4826888592,5274743.828315045,5126,10,3,0,0,1,4.5,3130,6.124830149413859
563576.2622988933,5253027.968347871,6659,7,3,0,0,34,2.75,2060,5.508529718971286
544082.9253204463,5277556.146539297,5800,8,4,0,0,66,1.5,1980,5.88024177589548
566860.0131778411,5275828.00538597,3427,8,3,0,0,14,2.5,1910,5.788875115775417
548640.3756922068,5262376.71618531,5300,6,3,0,0,74,1,780,5.113943352306837
549104.0162090127,5278841.170284409,960,8,3,0,0,0,3,1650,5.747411807886423
553385.7494054715,5286825.993225527,8100,7,3,0,2,90,1,1240,5.639486489268586
560295.373677587,5249347.771435469,8000,7,3,0,0,56,1.75,1630,5.332438459915605
546830.2481394067,5281467.706046085,4250,7,5,0,0,86,2.25,2410,5.866287339084195
566769.0537376811,5270647.29658099,9960,8,3,0,1,57,2.5,3240,5.8750612633917
552657.2583043979,5234203.617395353,8601,8,3,0,0,11,2.5,3362,5.613313161455459
562726.2755587134,5240781.718007649,5757,7,3,0,0,21,2,1290,5.301029995663981
549821.2209041014,5282770.7574120695,6348,7,3,0,0,53,1.75,2040,5.741151598851785
551658.124795052,5270238.312233283,2665,9,3,0,0,88,4,2960,5.931356150467928
562294.056004216,5267185.526272944,9163,8,4,0,0,54,2.5,2120,5.740362689494244
549128.1113243299,5275984.914831665,989,9,3,0,0,1,2,1450,5.832508912706237
567378.0681445709,5282992.226050154,10223,10,3,0,0,21,3.5,3190,5.9003671286564705
551794.2717026343,5246288.061565967,7435,7,3,0,0,46,1,1490,5.41161970596323
548381.6469738187,5266342.401487846,13170,6,3,0,0,68,1,790,5.447158031342219
565755.572521915,5247005.588323345,5390,7,3,0,0,12,2.5,2000,5.453318340047038
545835.6613072467,5264754.7539541945,5760,8,4,0,0,61,1.75,2160,5.826074802700826
559976.8136262482,5273018.798394379,1983,9,3,0,0,6,3,1950,5.894869656745253
549445.3062794822,5282856.465276142,1196,8,3,0,0,12,1.5,800,5.447158031342219
548520.4291724417,5285782.959773669,2478,8,3,0,0,6,2.5,1490,5.541579243946581
564314.9061343815,5274976.832023826,8532,10,3,0,0,17,2.5,3210,5.9614210940664485
549507.1651963445,5239911.135590572,10030,8,4,0,0,30,2.25,1730,5.477121254719663
565623.935794221,5258763.524089504,4836,7,3,0,0,9,2.5,2950,5.724275869600789
546318.2391149622,5270337.971868076,3225,7,5,0,0,92,2.25,1920,5.77451696572855
551381.7987692732,5267457.237338155,5101,7,5,0,0,63,1.75,1840,5.6145966899232995
551246.1584198063,5239859.321426443,7280,7,3,0,0,41,2.5,1540,5.445604203273597
557083.2324110589,5284471.444055837,11349,8,3,0,0,24,2.5,2250,5.757889265054904
547702.4604722734,5266581.333298732,8625,6,4,0,0,74,1.75,1160,5.494154594018442
547588.4595843214,5280529.117002797,2570,7,5,0,0,88,1,1050,5.633468455579586
550220.6571506924,5279962.168590873,4500,7,5,0,0,109,2,1760,5.857332496431268
551217.635090921,5243137.717986329,16362,9,4,0,2,46,2.75,2910,5.685741738602264
566220.1363561782,5272630.645937432,9001,7,4,0,0,58,2,1910,5.7435097647284294
548970.9573828217,5276806.072109519,6000,7,5,0,3,59,1.75,2000,5.8512583487190755
547445.589735081,5279638.779896938,4000,7,4,0,0,99,1.75,1120,5.648360010980932
569777.1818023877,5258022.368089295,18810,7,3,0,0,38,1.75,1750,5.556302500767287
552335.3331413097,5286894.232419824,11765,6,4,0,0,64,2,1060,5.526339277389844
566690.9420668744,5270902.050886466,9602,8,3,0,1,41,2.25,2820,5.8750612633917
544452.7481521844,5268445.136814397,5400,7,3,0,2,95,3.5,1930,5.838849090737256
561339.9270260476,5264896.889434762,6850,9,3,0,0,16,2.5,2760,5.779957051246906
551210.6951558059,5261220.524961153,8910,6,3,0,0,72,1,1040,5.278753600952829
551765.2326842974,5266638.148611005,6480,7,5,0,0,95,2,1970,5.626340367375042
552235.0350147622,5289705.402171339,8658,7,3,0,0,60,1,910,5.48572142648158
548478.7313019186,5263709.096570003,5160,6,3,0,0,63,1,900,5.3404441148401185
555092.6264668803,5240783.167074964,15000,7,3,0,0,49,1.5,1460,5.365487984890899
560194.4987881616,5251825.272018735,8065,7,4,0,0,31,1.75,2010,5.47567118832443
554084.9396063747,5276139.97847346,4000,9,3,0,0,15,2.5,2220,6.153814864344529
547243.5647843477,5286016.955071861,16972,11,3,0,2,8,2.5,4090,6.225309281725863
550553.7349243144,5276186.062241119,907,8,3,0,0,9,2.25,1300,5.7501225267834
566506.4873138242,5247369.705946178,6033,7,4,0,0,28,2.5,1770,5.472024697700282
545779.8992231794,5290929.054607661,6000,8,3,0,3,31,2.5,3050,5.854306041801081
561778.5823424198,5266124.140622746,9000,8,5,0,0,49,2.5,2880,5.748188027006201
552467.6021334549,5288851.651170587,12408,7,5,0,0,53,2.25,1750,5.659107679199813
564633.8066543206,5266532.935040508,12786,10,4,0,0,31,2.75,3860,5.955687750313506
544906.0094922176,5268192.975343596,5000,10,3,0,0,1,3.5,3130,6.004321373782642
554162.4695673194,5259657.729761202,18296,8,3,0,0,57,1.75,2880,5.45484486000851
553803.2466833653,5274103.37423845,8805,9,5,0,2,87,3,4190,6.405858399317637
552970.0777103967,5266537.80323579,11775,6,5,0,0,73,1.75,1260,5.547774705387822
566662.6927215271,5266789.148853465,14300,12,3,0,4,19,3.5,5490,6.251638220448212
552790.358883086,5286331.492669871,1112,7,3,0,0,7,3,1290,5.484299839346786
547552.762237075,5238561.36808438,9900,8,3,0,0,36,2.5,2070,5.435366506612661
547016.609508924,5276978.912671122,6383,7,3,0,0,69,1.5,2480,5.812913356642856
564124.3808140927,5258080.025931297,9600,7,4,0,0,48,1.75,1520,5.278753600952829
555551.4318970491,5279910.595518743,16048,10,3,0,3,65,4.25,5040,6.403463701345317
546049.5407093044,5266267.9834118765,6500,9,3,0,0,1,2.25,2940,5.946943270697825
566275.4079441022,5280978.794003702,6425,8,3,0,0,7,2.5,3040,5.889861721258188
552529.5896986298,5281994.336291845,9825,8,3,0,0,30,2.5,2030,5.776701183988411
557083.5600287095,5284438.1022627745,9752,8,3,0,0,51,1.75,2190,5.653212513775344
564790.8616544747,5279472.627954922,7567,9,3,0,0,18,2.5,2610,5.892094602690481
558043.5934262474,5285959.2617779225,9663,7,3,0,0,48,1,1060,5.513550520346337
551438.968122983,5260955.781299593,6120,5,3,0,0,72,1,600,5.1303337684950066
546117.8881989444,5276649.404199746,4200,9,3,0,0,23,3.5,4030,5.977723605288848
561444.7264479542,5262085.949845279,11725,6,4,0,0,72,1,860,5.3222192947339195
548477.230923334,5281970.2495202245,4080,7,4,0,0,87,1,1260,5.752048447819439
552294.0005743507,5266409.452754918,7314,7,3,0,0,59,2,1700,5.528273777167044
552224.4296582321,5282547.327418343,5338,7,5,0,0,61,2.25,1540,5.731588765186738
552686.2189183974,5281273.290980851,5720,7,3,0,0,68,1,1140,5.658011396657113
551902.147968618,5285023.0463842815,13500,7,3,0,0,65,1,1180,5.713490543093942
554693.758121673,5267287.250035956,6835,7,3,0,1,93,1,1150,5.628388930050312
551678.1877450704,5250899.428860333,9711,7,3,0,0,52,1.5,1060,5.465159697646179
554641.593461693,5264819.32186102,7553,6,3,0,0,101,1,1350,5.447158031342219
560203.0092729186,5287459.564499815,7800,7,3,0,0,46,2.25,1650,5.585460729508501
566587.7066971269,5273357.316552475,2614,9,4,0,0,36,2.75,1890,5.664641975556125
550300.794476643,5288043.3043304235,9391,7,3,0,0,55,1.5,1690,5.623249290397901
553667.9356251044,5280626.493416974,7020,7,4,0,0,64,2,2080,5.744292983122676
546131.8032125536,5265379.485560834,926,8,3,0,0,1,2.25,1590,5.690151762003892
567296.8598287449,5283524.82264065,4247,8,3,0,0,2,3.5,3190,5.892094602690481
567158.0708645061,5276042.623294364,2240,8,4,0,0,40,2.25,1790,5.6355842663112306
563154.64875796,5264138.174018798,14667,9,4,0,0,26,2.5,2240,5.752048447819439
555069.9610018473,5243205.846189997,8927,7,3,0,0,39,2.25,2560,5.481442628502305
561969.1382753135,5240907.076014958,8000,7,4,0,0,37,1.75,1490,5.307496037913213
552626.5165927974,5271258.395101876,1034,8,3,0,0,6,1.5,830,5.537819095073274
561580.3439526344,5249161.040380611,4997,8,3,0,0,11,2.5,2030,5.4926905611495425
560083.8705191122,5247889.6088460665,7093,7,3,0,0,16,2.5,2440,5.491361693834273
552770.8442944003,5271926.576900288,3600,7,3,0,0,113,1,1240,5.5910646070264995
549865.6918881935,5277580.575431266,4560,8,4,0,0,103,1.5,2100,6
560703.5445084256,5253664.417820562,1566,7,3,0,0,10,2.5,1280,5.313867220369153
568409.2353816885,5246057.773629627,5200,7,4,0,0,38,1.5,1430,5.290034611362518
546259.1016805344,5277784.207312949,922,8,3,0,0,6,2.5,1230,5.602005701124516
550401.1933132174,5276451.49171742,900,10,3,0,0,1,1.75,1180,5.822788990355016
559369.858300681,5280937.545752818,5610,9,4,0,0,19,2.5,2044,6
561554.3754414532,5258819.370867863,5455,7,3,0,0,12,2.5,2160,5.531478917042255
557314.5171045954,5291431.757882293,4924,8,3,0,0,7,2.75,2360,5.720159303405957
555776.1244657808,5287782.1292808885,10700,8,4,0,0,52,2.5,2270,5.7216045442801375
564005.5353935274,5248242.222010302,15540,8,4,0,0,41,2.75,2950,5.60422605308447
552817.2093032158,5275105.791872628,4089,9,3,0,0,32,2.25,2550,5.921166050637739
546077.9165109377,5281695.102606623,5000,8,3,0,0,76,1.5,1580,5.633468455579586
559385.2188889388,5234812.074468228,12821,10,3,0,2,11,3.5,3480,5.681241237375588
547964.7304106767,5262126.622280986,4028,8,3,0,0,1,2.5,2130,5.593286067020458
545277.8822558799,5268740.450629868,5500,7,3,0,0,60,1,1320,5.623249290397901
552746.5463535086,5282896.601456434,6423,5,3,0,0,88,1.75,1150,5.45484486000851
551856.920852222,5273252.134033604,1100,8,3,0,0,7,2.5,1120,5.628388930050312
550719.079206208,5239621.366233773,1302,7,3,0,0,28,2.5,1390,5.283188116453424
551258.6774506258,5281438.368731107,868,7,3,0,0,12,2,1463,5.5910646070264995
564462.0592060883,5247913.77387906,10874,9,3,0,0,21,2.75,2600,5.628388930050312
555249.8704497049,5287932.705312128,18500,9,5,0,3,52,2.75,4400,6.049218022670182
554039.9970838247,5256600.128830369,3438,7,3,0,0,28,2.5,1370,5.278753600952829
559515.7623249304,5281350.293119244,6000,7,5,0,0,69,2,1840,5.8909795969896885
567917.3047961523,5281798.041958244,6294,9,3,0,0,11,2.5,2090,5.752816431188271
546000.0574115043,5282050.153816263,4000,7,3,0,0,75,1,1080,5.537819095073274
563719.3775299517,5267578.808822455,9200,8,3,0,0,36,2.25,3480,5.9344984512435675
566824.4833877744,5265801.758804284,17398,11,3,0,2,12,3.5,4660,6.107209969647869
562357.6758730368,5261217.541360837,6300,7,4,0,0,56,1.5,2550,5.434568904034199
556431.9077344849,5235094.2869612165,8245,7,2,0,0,31,2,1390,5.311541958401195
552975.6195009365,5265926.553558313,5775,6,3,0,0,87,1,1850,5.518513939877887
552436.6007622977,5241992.5852134535,8000,7,3,0,0,50,2.75,2300,5.623249290397901
547275.6572523277,5282071.50133511,1329,8,3,0,0,7,2.5,1380,5.65991620006985
566657.015521071,5273869.406168033,8800,7,4,0,2,54,1.75,2330,5.7596678446896306
553145.5639892851,5280288.252864396,4750,7,4,0,0,91,1.75,2250,5.80468451490694
562237.9973035053,5265384.320891088,7725,8,4,0,0,48,1.5,1340,5.583198773968623
551338.8758728738,5263777.96624047,7500,7,4,0,0,107,1.75,1130,5.498930531742002
550116.8017756799,5257032.0665815165,1803,7,3,0,0,10,2.5,1730,5.271841606536499
548286.854303831,5286814.685393274,6847,9,3,0,0,6,2.5,2420,5.812879948090056
551018.5075800688,5283147.931017571,5424,6,3,0,0,99,1,960,5.559308010907013
550308.5091347817,5261034.869603187,15022,7,3,0,0,81,1,1310,5.371067862271736
549504.7854310168,5258104.949694267,7456,7,3,0,0,66,2,1520,5.222716471147583
554548.983354473,5234187.456387332,15600,7,3,0,0,34,1.5,1660,5.342422680822207
546338.1725730166,5267826.276113374,1254,7,3,0,0,8,2.5,1310,5.5910646070264995
548958.8997423302,5278239.7570529,3200,7,3,0,0,91,1,830,5.720159303405957
546820.5805428876,5282668.00953943,1585,7,3,0,0,1,2.5,1810,5.7633905527696125
557433.3271928953,5286998.008505658,8345,10,3,0,0,9,3,3530,5.778151250383644
546466.2822686832,5280053.230863012,1249,8,3,0,0,1,2.25,1170,5.715961582542223
549566.1513667833,5286280.842425889,6800,7,4,0,0,51,2,1790,5.674401812845281
551493.6280227487,5246129.822853078,7728,7,4,0,0,48,2,1690,5.315970345456917
559964.911972454,5252145.243156886,8820,8,3,0,0,18,2.5,2530,5.632457292184724
565667.7074041473,5268278.406778903,8072,10,3,0,0,16,3.5,3620,6.065952980313869
561277.5074375039,5277989.610457673,12750,10,3,0,0,25,3.5,3020,5.927267680810882
551552.1720327695,5282196.768153309,1992,7,3,0,0,3,1,962,5.5910646070264995
549664.4199893193,5239190.051192083,16173,10,3,0,0,27,2.5,2790,5.648360010980932
546534.5181042494,5262059.499952519,6328,8,3,0,0,14,2.5,2290,5.740362689494244
562256.4022334868,5291749.495374903,4692,8,3,0,0,10,2.5,2200,5.681241237375588
547163.9965394645,5239903.025147273,8040,8,4,0,0,49,1.75,1930,5.338456493604605
545502.3927091019,5268886.682956629,7200,7,4,0,0,65,1,980,5.633468455579586
547493.5136424064,5282962.450495731,904,7,3,0,0,8,2.25,998,5.510545010206612
547094.8972767881,5239091.158095973,6400,7,4,0,0,39,1.75,1710,5.414973347970818
547032.0969109221,5265731.206300003,6250,6,3,0,0,57,1,1140,5.5910646070264995
546112.2551899344,5277360.689679384,7000,7,3,0,0,68,1.75,2500,5.76715586608218
560902.5685129317,5234405.198422859,4950,9,3,0,0,1,2.5,3274,5.680181352315623
561975.2579496297,5254644.689161175,8921,8,3,0,0,24,2.5,2600,5.593286067020458
553580.3637363478,5265631.974431437,2345,7,3,0,0,12,2.25,1960,5.491361693834273
564936.526874248,5273138.619091509,4800,7,4,0,0,53,1.5,1200,5.6020599913279625
565320.8295266969,5258915.743460391,10200,7,4,0,0,52,2,1910,5.525044807036846
554511.3951861076,5278733.70074522,5000,9,5,0,0,50,3.25,3160,6.096910013008056
565644.2310150579,5256952.032392488,8361,8,3,0,0,24,2.5,2150,5.569373909615046
549611.6380534605,5254382.575329015,9300,7,4,0,0,60,2,1769,5.694605198933568
559428.7160652021,5275169.476646641,9900,7,3,0,0,64,1.75,1400,5.929418925714293
562635.3330477984,5242225.626543838,8290,9,3,0,0,16,2.5,2490,5.5910646070264995
554797.5373596196,5264242.823908971,4750,6,2,0,0,65,2,1040,5.204119982655925
552175.3347362881,5271265.456903744,1751,8,3,0,0,8,1.5,1100,5.574031267727719
562478.3588031179,5285049.376996617,6660,7,4,0,0,41,2.5,1980,5.665580991017953
555186.8291669042,5238794.617259922,17334,7,3,0,0,37,1,1100,5.143014800254095
563055.2096867177,5287189.738447544,3710,8,3,0,0,25,2.5,2280,5.676693609624866
562350.0541544604,5283025.034587952,7700,8,2,0,0,38,1.75,2160,5.632457292184724
555146.5127779264,5267147.016950286,4000,6,3,0,0,97,1,960,5.4623979978989565
559341.1487560043,5283749.359167586,1559,8,3,0,0,8,3.5,2514,5.7596678446896306
551097.1495211886,5282737.37493374,5623,6,4,0,0,93,1,1440,5.623249290397901
559630.2767308453,5284819.367703489,5756,8,3,0,0,29,2,1370,5.57978359661681
546104.0936997745,5240116.912889421,8811,8,3,0,0,37,2.25,2160,5.414973347970818
545791.8972578403,5270333.8176720515,5750,7,5,0,0,97,1.75,1320,5.819543935541868
548228.1537708298,5275799.560792501,3200,7,3,0,0,90,1,1110,5.8228216453031045
565108.1633914866,5264481.934907388,12968,11,3,0,0,10,4.25,5550,6.176091259055681
546614.8120375678,5280254.481976665,4290,7,3,0,0,60,1.5,1380,5.720159303405957
553137.9385085233,5264627.627113389,7071,7,3,0,0,36,2,2020,5.525044807036846
546278.7057461538,5265836.3347047055,1184,7,3,0,0,9,2,1060,5.539076098792776
549606.0824990565,5281601.871256698,4064,7,3,0,0,90,2,1810,5.740362689494244
564349.7366730145,5271820.536631698,7200,7,3,0,0,39,1.75,1610,5.709693869727792
540518.0798962074,5250033.8291772,14057,8,4,0,2,35,2,2930,5.7363965022766426
550610.2370444173,5260981.8992252145,12750,7,3,0,0,24,2.5,1830,5.477121254719663
553629.2633683393,5284816.438397429,7312,5,3,0,0,73,1,670,5.541579243946581
547849.9901326854,5276107.6499297125,3600,7,4,0,2,109,1.5,1570,5.893206753059848
562186.353576891,5256069.601056711,8160,7,3,0,0,48,1.5,1090,5.426511261364575
561670.1562571619,5262132.780833383,8116,5,4,0,0,72,2,1750,5.392696953259666
546759.1694787751,5262216.891156308,5600,7,3,0,0,94,2.5,2340,5.7283537820212285
561909.2264559804,5282142.225959443,3174,9,3,0,0,18,3.5,2320,5.724275869600789
550680.8533896914,5287446.409053261,8067,7,3,0,0,59,1.5,1700,5.498310553789601
546443.7296680006,5282876.164465006,12978,9,3,0,0,48,2.5,3760,5.923399466158717
545470.7740611056,5282557.262079019,6630,8,3,0,0,61,1.5,1620,5.7923916894982534
551931.6366444319,5281722.2094716085,2867,7,5,0,0,86,2.75,2190,5.804139432335351
554134.4507450169,5254533.723815151,12349,7,3,0,0,58,1.75,1650,5.414137362184476
559860.2195509643,5284343.783295707,9750,7,3,0,0,46,1.75,1860,5.722633922533812
545057.3125697046,5277808.1253142245,1380,8,3,0,0,2,2.25,1230,5.739572344450092
548770.3114235022,5282817.418139437,2200,7,3,0,0,20,1.75,1480,5.6180480967120925
561911.0017033082,5289011.436227681,3239,8,3,0,0,9,2.5,2370,5.676693609624866
552079.3381159661,5281990.285615304,6490,7,3,0,0,73,1,910,5.607455023214668
555527.6130380149,5242743.349423753,4596,8,3,0,0,11,2.5,2400,5.447158031342219
561807.0077436684,5256298.996787531,9045,6,4,0,0,56,1.75,2050,5.4361626470407565
554793.1622904205,5264709.594892724,7144,6,3,0,0,102,2.5,1560,5.290012339279541
562701.8717648151,5271246.840240694,8580,9,4,0,0,38,2.5,2630,5.8512583487190755
553930.5240573145,5243884.373137076,9607,7,3,0,0,27,2.5,1970,5.460897842756548
565670.7436948421,5254584.876015426,8400,8,3,0,0,38,1.75,2540,5.501743729627995
563039.901670217,5260813.603127063,5379,8,3,0,0,11,2.5,2630,5.657247129883716
547932.9219809505,5266005.271148011,5000,7,3,0,0,87,1,1320,5.359835482339888
563051.9508218471,5280576.1538234055,9900,7,4,0,0,60,1,1090,5.477121254719663
553200.5741175199,5274264.562345415,4000,9,4,0,0,33,3,2170,5.919601023784111
550756.4079494696,5278788.658973278,3876,7,3,0,0,92,1,1280,5.720159303405957
562062.2367261419,5246409.709590933,5703,9,3,0,0,6,3,2793,5.624797578960761
557318.9259814043,5260443.571534531,7420,6,3,0,0,71,1,1420,5.422014995979464
547923.8273410581,5276263.860942547,5328,9,3,0,0,108,4.25,3650,6.181451974960946
564005.8801911167,5262024.490196822,8221,8,3,0,0,23,2.5,2150,5.672097857935717
562779.4496630309,5242882.914612972,3691,7,3,0,0,12,2.5,2240,5.477121254719663
552575.663805162,5276893.074841182,4077,8,4,0,0,84,2,2090,6.021189299069938
554418.3244996674,5280655.695369274,10050,9,5,0,3,66,4.5,5770,6.186108379813206
568089.1345384617,5267072.362893754,12193,10,4,0,0,22,2.5,3520,5.956648579205203
562647.5218766944,5255240.910221272,10800,6,3,0,0,55,3,2200,5.477121254719663
561266.876863598,5264684.942103846,9600,7,5,0,0,48,2,1610,5.6180480967120925
553263.9298499807,5275554.447125469,13180,10,3,0,0,75,4.75,6390,6.3920547074108764
562413.7340294857,5241745.352398408,6175,8,3,0,0,22,2.5,2070,5.434568904034199
547271.1501981001,5264088.211327084,7440,7,4,0,0,66,1,1270,5.6020599913279625
563703.7943148544,5255174.488644708,9125,7,4,0,0,48,1.5,1240,5.439332693830263
546746.554391722,5263795.021197543,5100,7,4,0,0,73,1,830,5.544068044350276
552695.6833226385,5280228.586123204,3300,7,4,0,0,89,1.75,1980,5.819543935541868
544690.4510011738,5276682.733124352,5629,8,5,0,2,60,2.5,2920,6.006466042249231
547868.7499828844,5282954.41416911,6700,8,3,0,0,75,1.75,1370,5.707570176097937
551911.7804962852,5283944.993410911,6750,8,4,0,0,76,1.75,1640,5.806519134080705
550820.2296839469,5280078.522556448,6000,7,4,0,0,102,1.75,2460,5.7283537820212285
554916.422951093,5267611.663522989,4800,8,3,0,0,63,1,1740,5.633468455579586
564059.2358341153,5257145.671997903,7299,8,3,0,0,17,3,2580,5.6527296960692475
569052.7473170089,5268306.341679287,9500,8,4,0,1,38,2.5,3400,6.107209969647869
554025.9864847792,5282485.988235917,12000,8,3,0,1,49,2.5,3250,5.891537457672564
546722.3822020288,5266817.9290135745,5000,7,4,0,2,97,1,1410,5.645422269349092
564237.6668791022,5268340.304270492,9163,8,4,0,0,44,2.25,2200,5.816241299991783
546375.349109419,5282042.020716623,4046,7,3,0,0,69,1,1440,5.6875289612146345
558217.2964735035,5283593.495275813,17707,9,3,0,1,32,2.5,2680,5.7839714324846385
550455.0582137355,5252755.977393781,9948,7,3,0,0,63,1.5,2170,5.290034611362518
551953.1588546295,5270885.577650695,1431,8,3,0,0,5,2.5,1590,5.681241237375588
546400.3738067157,5240886.097696826,9030,8,4,0,0,46,2.5,3490,5.617000341120899
551852.0315127234,5282232.779318013,5488,7,4,0,2,76,1.75,1830,5.653212513775344
